algo,round_index,seed,ticks,killed,remaining,mean_survival_s,mean_compute_ops,decision_count,total_compute_ops
transformer_train,116,20260939,2400,9,11,16.44400000,45310.65802731,13697,620620083.00000000
transformer_train,117,20260940,2400,8,12,16.28000000,45310.13524835,13368,605705888.00000000
transformer_train,118,20260941,2400,12,8,14.83550000,45311.91939330,10483,475004850.99999994
transformer_train,119,20260942,2400,12,8,15.35550000,45311.83710839,11523,522128299.00000000
transformer_train,120,20260943,2400,12,8,14.01200000,45311.61860570,8836,400373462.00000000
transformer_train,121,20260944,2400,10,10,15.50550000,45310.76110312,11821,535618507.00000000
transformer_train,122,20260945,2400,9,11,16.23550000,45310.62138554,13280,601725052.00000000
transformer_train,123,20260946,2400,10,10,16.23000000,45311.15086662,13270,601278972.00000000
transformer_train,124,20260947,2400,10,10,15.97300000,45310.85810599,12756,577985306.00000000
transformer_train,125,20260948,2400,12,8,14.61000000,45311.46331738,10032,454564600.00000000
transformer_train,126,20260949,2400,10,10,16.26400000,45310.88304094,13338,604356558.00000000
transformer_train,127,20260950,2400,12,8,13.97050000,45311.21067063,8753,396609027.00000006
transformer_train,128,20260951,2400,12,8,14.68200000,45312.34040881,10176,461098376.00000000
transformer_train,129,20260952,2400,12,8,14.45950000,45311.64947076,9731,440927660.99999994
transformer_train,130,20260953,2400,9,11,15.83700000,45310.13658576,12483,565606435.00000000
transformer_train,131,20260954,2400,8,12,17.07300000,45310.74642236,14954,677576902.00000000
transformer_train,132,20260955,2400,9,11,15.77350000,45310.17028164,12356,559852464.00000000
transformer_train,133,20260956,2400,10,10,15.09750000,45310.32975920,11005,498640179.00000000
transformer_train,134,20260957,2400,10,10,16.81000000,45311.25169785,14430,653841362.00000000
transformer_train,135,20260958,2400,10,10,15.34400000,45310.39224213,11498,520978889.99999994
transformer_train,136,20260959,2400,11,9,16.37300000,45311.91008335,13557,614293565.00000000
transformer_train,137,20260960,2400,10,10,16.20150000,45311.10898358,13213,598695683.00000000
transformer_train,138,20260961,2400,12,8,13.90450000,45311.88249623,8621,390633739.00000000
transformer_train,139,20260962,2400,10,10,15.66100000,45310.69221893,12132,549709318.00000000
transformer_train,140,20260963,2400,12,8,14.42350000,45312.28439797,9659,437671355.00000000
transformer_train,141,20260964,2400,10,10,15.80100000,45311.04125040,12412,562400644.00000000
transformer_train,142,20260965,2400,11,9,14.82100000,45310.76274754,10453,473633403.00000006
